,0,1
0,0.0,0.0
1,0.0,0.0
2,0.0,0.0
3,0.0,0.0
4,0.0,0.0
5,0.0,0.0
6,0.0,0.0
7,0.0,0.0
8,0.0,0.0
9,0.0,0.0
10,0.0,0.0
11,0.0,0.0
12,0.0,0.0
13,0.0,0.0
14,0.0,0.0
15,0.0,0.0
16,0.0,0.0
17,0.0,0.0
18,0.0,0.0
19,0.0,0.0
20,0.0,0.0
21,0.0,0.0
22,0.0,0.0
23,0.0,0.0
24,0.0,0.0
25,0.0,0.0
26,0.0,0.0
27,0.0,0.0
28,0.0,0.0
29,0.0,0.0
30,-0.6137082539717202,0.5518282207165062
31,-0.6221988177711035,0.5520210055390343
32,-0.6198003052529768,0.5332762840232456
33,-0.6238205732882224,0.5826237207137086
34,-0.6304791898307599,0.5178558367158442
35,-0.6327381010436045,0.5239265978033205
36,-0.6339305020125219,0.5627208040362659
37,-0.6407270732265433,0.48369471704497335
38,-0.6379611057526182,0.48987545897075585
39,-0.632631601412771,0.527670010037684
40,-0.6231472518566372,0.4835848744188989
41,-0.6317357159376124,0.4640208641550282
42,-0.6361331454222648,0.47042518171869313
43,-0.6342041334274116,0.4347465750871696
44,-0.62841285221245,0.36136922709767316
45,-0.6304871840153473,0.6068043114133084
46,-0.6297768913196093,0.5743357422560317
47,-0.6339256953498988,0.5808926353680901
48,-0.6389693741095275,0.5896968231968368
49,-0.6345480372279446,0.5526922218392781
50,-0.6437569799443247,0.5093937328282595
51,-0.6409899716199288,0.5697835920492209
52,-0.6468663649068287,0.5211452841036136
53,-0.6435316809914349,0.5011584701861175
54,-0.6500326191157569,0.5392206819650301
55,-0.6399846517793015,0.483645095677053
56,-0.6353237002918621,0.4576085424762512
57,-0.6375760152741871,0.5111002688106255
58,-0.6422001556727679,0.43087683027540596
59,-0.6379773873172996,0.41322590451595353
60,-0.6172426076357055,0.5404218297525581
61,-0.6183043351881716,0.5902028667123675
62,-0.6214149785952857,0.5846280210533339
63,-0.6248413113116417,0.5920823232290259
64,-0.6291857298975612,0.6159736639088715
65,-0.6314868525319841,0.5574699307114446
66,-0.6299784421788114,0.5499566263802803
67,-0.6425159495738489,0.5212859891370281
68,-0.6328709744248296,0.5276114190416393
69,-0.6327948145979327,0.5416943128181572
70,-0.6275186917957296,0.5101016801733594
71,-0.6258614398444531,0.4870057191803391
72,-0.626907848436062,0.45199715719313005
73,-0.6317682482772674,0.4295150811886494
74,-0.6303162806225788,0.39278198540237996
75,-0.6260071581744328,0.5852145877899441
76,-0.6298168219308541,0.5679340237564886
77,0.0,0.0
78,-0.6265170149960942,0.5432886213398771
79,-0.6352596075351092,0.5365300282462948
80,-0.6392434008961845,0.5499986880151404
81,-0.637958084550005,0.5480417894268749
82,-0.645273710648408,0.5316729764276998
83,-0.6382299512833374,0.5587807671261866
84,-0.6334693391706843,0.4512340168868971
85,-0.6320706623282886,0.5219120865891803
86,-0.6294420123249665,0.43906190176686316
87,-0.6331754682417469,0.46971599118832347
88,-0.632772761403299,0.45176525696068726
89,-0.6259386726834113,0.38906595856684234
90,-0.6151496202006134,0.5156672208324087
91,-0.6255578507505068,0.5555958119938122
92,-0.6224012032983426,0.576207177144903
93,-0.6269974629113356,0.5504581515830489
94,-0.6278758047823757,0.5279979568794149
95,-0.6328830731392495,0.574674821217412
96,-0.6332984995567884,0.5341744741685975
97,0.0,0.0
98,-0.6268443032815417,0.5267525646283194
99,-0.6234745699545352,0.534855290423531
100,-0.6271991008602434,0.5573550905126196
101,-0.6274563698787553,0.4954250515467769
102,-0.6256582506222893,0.3948305837340998
103,-0.6277968849643636,0.4487408465212112
104,-0.6288012963794722,0.3821082529448702
105,-0.6256370067712701,0.5736444850926135
106,-0.6283189323310246,0.6339271921723199
107,-0.6452376423849225,0.6207622591234426
108,-0.6347417912532478,0.6091721169918439
109,-0.6363901389095497,0.6014030539273583
110,-0.6372150290025287,0.6005921691231574
111,-0.6354370562206374,0.5583288249661573
112,0.0,0.0
113,-0.6403103994046366,0.5876341816593604
114,-0.6415728345087298,0.5058448501145018
115,-0.6371807602064753,0.5400380365572741
116,-0.6287615921367946,0.5039107394591255
117,-0.6277873516352316,0.48619350405726075
118,-0.6401344881447851,0.4319008572471317
119,-0.6256171277613704,0.4116347204639276
120,-0.6099365983234967,0.5877061207302662
121,-0.6230119528772934,0.6123973684632216
122,-0.6207058933653975,0.5529466654652032
123,-0.6237454992537611,0.6014603792888252
124,-0.6247859160298159,0.5787984402903865
125,-0.6260109212292763,0.5712803947158914
126,-0.6216327233237648,0.5507550203942719
127,-0.6376850930019725,0.5680095357972654
128,-0.6328792747567623,0.5600202366221727
129,-0.6316795522447886,0.5420952589975309
130,-0.6247357884611747,0.5144277465536411
131,-0.6223466582406585,0.5169422372383072
132,-0.6273224177518698,0.49809936686754636
133,-0.6262482927566421,0.47290362306183986
134,-0.6243478334674419,0.4134999277796833
135,-0.6233202543429467,0.5234977562517281
136,-0.624415625077036,0.5813648691914864
137,-0.638594233546405,0.6165171044963709
138,-0.6340900291408214,0.616372281921998
139,-0.6283533395816027,0.5986655093747366
140,-0.6394515800468196,0.6121151999946433
141,-0.6320030039887699,0.5976169140889266
142,-0.6508375923300501,0.5877852029788083
143,-0.6354544399328546,0.5691889994267171
144,-0.6369436317981831,0.5579078580352433
145,-0.6395938436045306,0.5691202449017662
146,-0.6329303562670788,0.5130935392195465
147,-0.6312056145233217,0.5469521307183642
148,-0.6352492818366298,0.44193324869881384
149,-0.632398139394772,0.41717070400668443
150,-0.6105545120609385,0.6050131029059777
151,-0.6138147161822958,0.5883725974788884
152,-0.6201177993199987,0.6039264003345372
153,-0.6251030345425399,0.596080594369769
154,-0.6274183639508957,0.5533115686536788
155,-0.625857790950119,0.5608065432033965
156,-0.628105391697818,0.5279847204205249
157,-0.6372161643752743,0.543325393560771
158,-0.6361797392621826,0.5573594041013021
159,-0.6305258051530571,0.5605297545082484
160,-0.6248274107344265,0.5199027865770323
161,-0.6290913298368556,0.5120510098497308
162,-0.6243525624808629,0.4869312979270874
163,-0.6287291364939314,0.46258570618210426
164,-0.6241023019370282,0.3998569535483906
165,-0.6001582661810966,0.620728576164713
166,-0.6259557027752656,0.5805125191938738
167,-0.6152866857545627,0.6285001949330247
168,-0.6088542756561044,0.6294052970971123
169,-0.6280354220637709,0.6373768512841326
170,-0.62035407172213,0.6318822246262824
171,-0.6328072192715136,0.6146571300633313
172,-0.6302032334664176,0.5670959441279757
173,-0.6404574023538314,0.6203657623021244
174,-0.6342462746684723,0.5966140753492201
175,-0.6250477809955157,0.6259181243482939
176,-0.6273269828686802,0.5035049607302559
177,-0.6301504146327905,0.5924392883607855
178,-0.6368677677681726,0.5096533968265955
179,-0.6259658997443454,0.4829159435949214
180,-0.6158818648110544,0.5572463553154314
181,-0.6267231653072122,0.6085985095251621
182,-0.6253196582882234,0.569094021544348
183,-0.6196484736188866,0.5693439813642381
184,-0.626501790925442,0.5731816616943081
185,-0.6271095866960107,0.5434302280438904
186,-0.6287982304408992,0.5465944819262105
187,-0.6338048653470791,0.5124767234918913
188,-0.6346852670417962,0.5408148375734332
189,-0.629279875693447,0.5217324488612552
190,-0.6360279714067818,0.4997489424094349
191,-0.6294345478865885,0.450385316873248
192,-0.6340057417207896,0.49345516113870996
193,-0.63333387747466,0.42680253535119095
194,-0.6290864984279776,0.3737649333421722
195,-0.6194551097818907,0.6001346477286504
196,-0.6299023865618407,0.618928335119451
197,-0.6172927654432097,0.638304341683589
198,-0.6320364541978504,0.6289119144380996
199,-0.6261353616270058,0.6323560503626823
200,-0.6350939224808277,0.6216561953328826
201,-0.6305556982214814,0.6309852983369798
202,-0.6388090905845506,0.6402704369385283
203,-0.6335687272899777,0.5877356897079774
204,-0.6356012395897827,0.575806315880346
205,-0.6339752913639818,0.6106244046054973
206,-0.6309157182911938,0.522006294879971
207,-0.6306707775630324,0.5191985523790471
208,-0.6373325815257783,0.5005594063977591
209,-0.6230594416713761,0.41346279953589216
210,-0.6103680080020614,0.5812984935303671
211,-0.5709396217121276,0.6188365484257675
212,-0.6213265000689916,0.5873145803638714
213,-0.5823552246054005,0.6222090552527224
214,-0.5797207818957453,0.6219203904994918
215,-0.627903429286573,0.5982231493648279
216,-0.623810953633785,0.6168075711371728
217,-0.6332452567703348,0.5853928259582483
218,-0.6266006255528487,0.5768259315824501
219,-0.6224386127017498,0.5825907330801601
220,-0.621232487460644,0.5479820464476955
221,-0.623087360077499,0.5517473515922291
