,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0,1.0036425589080111,1.0021456470794619,1.0003265623915565,1.0007406699015555,7.3698121219909005,7.372868942887828,1.917633864908129,7.348960672349731,7.38905609893065,2.0,-0.0036425589080111287,-0.0021456470794618543,-0.00032656239155648414,-0.000740669901555524,-6.3698121219909005,-6.372868942887828,-0.917633864908129,-6.348960672349731,-6.38905609893065
1,1.0036425589080111,0.0,1.00501560431112,1.0026988731190412,1.0031213060016284,5.072009426106538,5.07372267538028,1.8838372992400116,5.060319341253996,5.082792857215154,-0.0036425589080111287,2.0,-0.0050156043111200255,-0.0026988731190411563,-0.00312130600162841,-4.072009426106538,-4.07372267538028,-0.8838372992400116,-4.060319341253996,-4.082792857215154
2,1.0021456470794619,1.00501560431112,0.0,1.0019032164503625,1.0028013692408866,6.511619420610401,6.51415068641076,1.9097504507068155,6.494351172751355,6.527553708995924,-0.0021456470794618543,-0.0050156043111200255,2.0,-0.0019032164503625104,-0.0028013692408865865,-5.511619420610401,-5.51415068641076,-0.9097504507068155,-5.494351172751355,-5.527553708995924
3,1.0003265623915565,1.0026988731190412,1.0019032164503625,0.0,1.0001930055591757,5.0856981360061795,5.0874160091223315,1.8858035461712168,5.073976501097871,5.096510670227146,-0.00032656239155648414,-0.0026988731190411563,-0.0019032164503625104,2.0,-0.00019300555917567408,-4.0856981360061795,-4.0874160091223315,-0.8858035461712168,-4.073976501097871,-4.096510670227146
4,1.0007406699015555,1.0031213060016284,1.0028013692408866,1.0001930055591757,0.0,7.365984528238533,7.369039761541593,1.9173116346197048,7.34514390802925,7.385218510605199,-0.000740669901555524,-0.00312130600162841,-0.0028013692408865865,-0.00019300555917567408,2.0,-6.365984528238533,-6.369039761541593,-0.9173116346197048,-6.34514390802925,-6.385218510605199
5,7.3698121219909005,5.072009426106538,6.511619420610401,5.0856981360061795,7.365984528238533,0.0,1.000337785112331,1.004849347975488,1.0023101476535756,1.0021260668509628,-6.3698121219909005,-4.072009426106538,-5.511619420610401,-4.0856981360061795,-6.365984528238533,2.0,-0.0003377851123309572,-0.004849347975488083,-0.0023101476535756227,-0.0021260668509628378
6,7.372868942887828,5.07372267538028,6.51415068641076,5.0874160091223315,7.369039761541593,1.000337785112331,0.0,1.0047180038113042,1.0026487130993913,1.0017876778876558,-6.372868942887828,-4.07372267538028,-5.51415068641076,-4.0874160091223315,-6.369039761541593,-0.0003377851123309572,2.0,-0.004718003811304161,-0.0026487130993912977,-0.0017876778876557697
7,1.917633864908129,1.8838372992400116,1.9097504507068155,1.8858035461712168,1.9173116346197048,1.004849347975488,1.0047180038113042,0.0,1.0057471995161618,1.0040236729155616,-0.917633864908129,-0.8838372992400116,-0.9097504507068155,-0.8858035461712168,-0.9173116346197048,-0.004849347975488083,-0.004718003811304161,2.0,-0.005747199516161761,-0.004023672915561605
8,7.348960672349731,5.060319341253996,6.494351172751355,5.073976501097871,7.34514390802925,1.0023101476535756,1.0026487130993913,1.0057471995161618,0.0,1.0044411260328856,-6.348960672349731,-4.060319341253996,-5.494351172751355,-4.073976501097871,-6.34514390802925,-0.0023101476535756227,-0.0026487130993912977,-0.005747199516161761,2.0,-0.004441126032885601
9,7.38905609893065,5.082792857215154,6.527553708995924,5.096510670227146,7.385218510605199,1.0021260668509628,1.0017876778876558,1.0040236729155616,1.0044411260328856,0.0,-6.38905609893065,-4.082792857215154,-5.527553708995924,-4.096510670227146,-6.385218510605199,-0.0021260668509628378,-0.0017876778876557697,-0.004023672915561605,-0.004441126032885601,2.0
10,2.0,-0.0036425589080111287,-0.0021456470794618543,-0.00032656239155648414,-0.000740669901555524,-6.3698121219909005,-6.372868942887828,-0.917633864908129,-6.348960672349731,-6.38905609893065,0.0,1.0036425589080111,1.0021456470794619,1.0003265623915565,1.0007406699015555,7.3698121219909005,7.372868942887828,1.917633864908129,7.348960672349731,7.38905609893065
11,-0.0036425589080111287,2.0,-0.0050156043111200255,-0.0026988731190411563,-0.00312130600162841,-4.072009426106538,-4.07372267538028,-0.8838372992400116,-4.060319341253996,-4.082792857215154,1.0036425589080111,0.0,1.00501560431112,1.0026988731190412,1.0031213060016284,5.072009426106538,5.07372267538028,1.8838372992400116,5.060319341253996,5.082792857215154
12,-0.0021456470794618543,-0.0050156043111200255,2.0,-0.0019032164503625104,-0.0028013692408865865,-5.511619420610401,-5.51415068641076,-0.9097504507068155,-5.494351172751355,-5.527553708995924,1.0021456470794619,1.00501560431112,0.0,1.0019032164503625,1.0028013692408866,6.511619420610401,6.51415068641076,1.9097504507068155,6.494351172751355,6.527553708995924
13,-0.00032656239155648414,-0.0026988731190411563,-0.0019032164503625104,2.0,-0.00019300555917567408,-4.0856981360061795,-4.0874160091223315,-0.8858035461712168,-4.073976501097871,-4.096510670227146,1.0003265623915565,1.0026988731190412,1.0019032164503625,0.0,1.0001930055591757,5.0856981360061795,5.0874160091223315,1.8858035461712168,5.073976501097871,5.096510670227146
14,-0.000740669901555524,-0.00312130600162841,-0.0028013692408865865,-0.00019300555917567408,2.0,-6.365984528238533,-6.369039761541593,-0.9173116346197048,-6.34514390802925,-6.385218510605199,1.0007406699015555,1.0031213060016284,1.0028013692408866,1.0001930055591757,0.0,7.365984528238533,7.369039761541593,1.9173116346197048,7.34514390802925,7.385218510605199
15,-6.3698121219909005,-4.072009426106538,-5.511619420610401,-4.0856981360061795,-6.365984528238533,2.0,-0.0003377851123309572,-0.004849347975488083,-0.0023101476535756227,-0.0021260668509628378,7.3698121219909005,5.072009426106538,6.511619420610401,5.0856981360061795,7.365984528238533,0.0,1.000337785112331,1.004849347975488,1.0023101476535756,1.0021260668509628
16,-6.372868942887828,-4.07372267538028,-5.51415068641076,-4.0874160091223315,-6.369039761541593,-0.0003377851123309572,2.0,-0.004718003811304161,-0.0026487130993912977,-0.0017876778876557697,7.372868942887828,5.07372267538028,6.51415068641076,5.0874160091223315,7.369039761541593,1.000337785112331,0.0,1.0047180038113042,1.0026487130993913,1.0017876778876558
17,-0.917633864908129,-0.8838372992400116,-0.9097504507068155,-0.8858035461712168,-0.9173116346197048,-0.004849347975488083,-0.004718003811304161,2.0,-0.005747199516161761,-0.004023672915561605,1.917633864908129,1.8838372992400116,1.9097504507068155,1.8858035461712168,1.9173116346197048,1.004849347975488,1.0047180038113042,0.0,1.0057471995161618,1.0040236729155616
18,-6.348960672349731,-4.060319341253996,-5.494351172751355,-4.073976501097871,-6.34514390802925,-0.0023101476535756227,-0.0026487130993912977,-0.005747199516161761,2.0,-0.004441126032885601,7.348960672349731,5.060319341253996,6.494351172751355,5.073976501097871,7.34514390802925,1.0023101476535756,1.0026487130993913,1.0057471995161618,0.0,1.0044411260328856
19,-6.38905609893065,-4.082792857215154,-5.527553708995924,-4.096510670227146,-6.385218510605199,-0.0021260668509628378,-0.0017876778876557697,-0.004023672915561605,-0.004441126032885601,2.0,7.38905609893065,5.082792857215154,6.527553708995924,5.096510670227146,7.385218510605199,1.0021260668509628,1.0017876778876558,1.0040236729155616,1.0044411260328856,0.0
